date, pm25, o3, no2, so2, co
2014/10/22, 27, 22, 13, , 
2014/10/23, 23, 15, 18, , 
2014/10/24, 37, 24, 15, , 
2014/10/25, 52, 21, 5, , 
2014/10/26, 18, 15, 13, , 
2014/10/27, 21, 25, 13, , 
2014/10/28, 31, 15, 10, , 
2014/10/29, 32, 13, 12, , 
2014/10/30, 16, 15, 18, , 
2014/10/31, 24, 16, 6, , 
2014/11/1, 13, 24, 10, , 
2014/11/2, 13, 21, 18, , 
2014/11/3, 34, 23, 13, , 
2014/11/4, 28, 15, 13, , 
2014/11/5, 52, 12, 17, , 
2014/11/6, 42, 18, 9, , 
2014/11/7, 19, 15, 15, , 
2014/11/8, 27, 22, 8, , 
2014/11/9, 24, 14, 13, , 
2014/11/10, 34, 31, 18, , 
2014/11/11, 40, 22, 7, , 
2014/11/12, 28, 15, 14, , 
2014/11/13, 22, 24, 13, , 
2014/11/14, 17, 24, 16, , 
2014/11/15, 32, 17, 14, , 
2014/11/16, 72, 18, 21, , 
2014/11/17, 51, 18, 13, , 
2014/11/18, 30, 19, 17, , 
2014/11/19, 42, 21, 13, , 
2014/11/20, 38, 21, 17, , 
2014/11/21, 27, 19, 16, , 
2014/11/22, 59, 23, 14, , 
2014/11/23, 45, 23, 8, , 
2014/11/24, 26, 13, 10, , 
2014/11/25, 40, 19, 15, , 
2014/11/26, 23, 19, 14, , 
2014/11/27, 20, 23, 11, , 
2014/11/28, 17, 17, 16, , 
2014/11/29, 40, 22, 9, , 
2014/11/30, 35, 24, 8, , 
2014/12/1, 32, 19, 13, , 
2014/12/2, 27, 13, 14, , 
2014/12/3, 45, 22, 18, , 
2014/12/4, 31, 18, 17, , 
2014/12/5, 48, 19, 17, , 
2014/12/6, 59, 22, 11, , 
2014/12/7, 21, 22, 14, , 
2014/12/8, 20, 18, 19, , 
2014/12/9, 42, 17, 9, , 
2014/12/10, 27, 19, 16, , 
2014/12/11, 16, 20, 23, , 
2014/12/12, 30, 11, 14, , 
2014/12/13, 52, 7, 16, , 
2014/12/14, 38, 11, 14, , 
2014/12/15, 40, 12, 13, , 
2014/12/16, 38, 12, 14, , 
2014/12/17, 25, 17, 10, , 
2014/12/18, 24, 22, 12, , 
2014/12/19, 20, 15, 23, , 
2014/12/20, 35, 23, 21, , 
2014/12/21, 55, 21, 12, , 
2014/12/22, 52, 13, 15, , 
2014/12/23, 38, 8, 17, , 
2014/12/24, 14, 25, 6, , 
2014/12/25, 22, 17, 10, , 
2014/12/26, 36, 20, 12, , 
2014/12/27, 37, 21, 7, , 
2014/12/28, 20, , , , 
2014/7/1, 45, 38, , , 
2014/7/2, 43, 20, 7, , 
2014/7/3, 15, 25, 5, , 
2014/7/4, 18, 34, 6, , 
2014/7/5, 15, 45, 5, , 
2014/7/6, 26, 36, 8, , 
2014/7/7, 43, 29, 10, , 
2014/7/8, 47, 23, 4, , 
2014/7/9, 16, 26, 12, , 
2014/7/10, 21, 34, 16, , 
2014/7/11, 18, 49, 15, , 
2014/7/12, 31, 39, 3, , 
2014/7/13, 56, 23, 8, , 
2014/7/14, 37, 31, 8, , 
2014/7/15, 25, 22, 7, , 
2014/7/16, 17, 22, 11, , 
2014/7/17, 22, 21, 15, , 
2014/7/18, 28, 36, 8, , 
2014/7/19, 21, 35, 6, , 
2014/7/20, 40, 50, 14, , 
2014/7/21, 51, 49, 17, , 
2014/7/22, 56, 36, 6, , 
2014/7/23, 48, 38, 6, , 
2014/7/24, 29, 35, 13, , 
2014/7/25, 22, 42, 9, , 
2014/7/26, 32, 35, 4, , 
2014/7/27, 41, 22, 3, , 
2014/7/28, 20, 16, 8, , 
2014/7/29, 24, 26, 12, , 
2014/7/30, 36, 29, 14, , 
2014/7/31, 29, 41, 13, , 
2014/8/1, 48, 45, 17, , 
2014/8/2, 62, 41, 13, , 
2014/8/3, 61, 42, 7, , 
2014/8/4, 49, 28, 12, , 
2014/8/5, 53, 33, 13, , 
2014/8/6, 41, 25, 9, , 
2014/8/7, 40, 20, 9, , 
2014/8/8, 22, 24, 9, , 
2014/8/9, 33, 30, 9, , 
2014/8/10, 21, 41, 8, , 
2014/8/11, 32, 36, 6, , 
2014/8/12, 24, 28, 5, , 
2014/8/13, 19, 19, 6, , 
2014/8/14, 19, 25, 5, , 
2014/8/15, 17, 30, 10, , 
2014/8/16, 15, 11, 4, , 
2014/8/17, 9, 17, 7, , 
2014/8/18, 29, 26, 8, , 
2014/8/19, 16, 30, 11, , 
2014/8/20, 29, 25, 14, , 
2014/8/21, 42, 35, 11, , 
2014/8/22, 20, 25, 4, , 
2014/8/23, 26, 25, 3, , 
2014/8/24, 9, 32, 9, , 
2014/8/25, 14, 43, 10, , 
2014/8/26, 42, 19, 6, , 
2014/8/27, 24, 25, 6, , 
2014/8/28, 19, 26, 7, , 
2014/8/29, 9, 45, 7, , 
2014/8/30, 31, 33, 4, , 
2014/8/31, 37, 27, 6, , 
2014/9/1, 31, 23, 14, , 
2014/9/2, 33, 37, 16, , 
2014/9/3, 28, 49, 15, , 
2014/9/4, 42, 47, 8, , 
2014/9/5, 53, 26, 5, , 
2014/9/6, 20, 32, 6, , 
2014/9/7, 18, 30, 11, , 
2014/9/8, 13, 28, 7, , 
2014/9/9, 22, 29, 10, , 
2014/9/10, 32, 24, 4, , 
2014/9/11, 18, 23, 6, , 
2014/9/12, 14, 17, 7, , 
2014/9/13, 13, 23, 8, , 
2014/9/14, 19, 24, 12, , 
2014/9/15, 24, 24, 12, , 
2014/9/16, 33, 31, 19, , 
2014/9/17, 30, 19, 10, , 
2014/9/18, 33, 21, 8, , 
2014/9/19, 29, 42, 8, , 
2014/9/20, 38, 32, 3, , 
2014/9/21, 26, 14, 5, , 
2014/9/22, 23, 22, 12, , 
2014/9/23, 15, 28, 18, , 
2014/9/24, 40, 35, 12, , 
2014/9/25, 39, 29, 23, , 
2014/9/26, 43, 43, 19, , 
2014/9/27, 46, 41, 27, , 
2014/9/28, 68, 34, 24, , 
2014/9/29, 57, 22, 14, , 
2014/9/30, 60, 25, 9, , 
2014/4/1, 28, 29, 7, , 
2014/4/2, 27, 29, 11, , 
2014/4/3, 20, 30, 10, , 
2014/4/4, 23, 33, 5, , 
2014/4/5, 15, 39, 16, , 
2014/4/6, 32, 32, 16, , 
2014/4/7, 38, 41, 9, , 
2014/4/8, 20, 32, 11, , 
2014/4/9, 33, 41, 9, , 
2014/4/10, 38, 28, 17, , 
2014/4/11, 36, 39, 19, , 
2014/4/12, 40, 36, 9, , 
2014/4/13, 46, 31, 11, , 
2014/4/14, 51, 30, 5, , 
2014/4/15, 18, 31, 8, , 
2014/4/16, 25, 34, 8, , 
2014/4/17, 30, 33, 15, , 
2014/4/18, 45, 33, 8, , 
2014/4/19, 40, 36, 10, , 
2014/4/20, 42, 37, 31, , 
2014/4/21, 61, 28, 19, , 
2014/4/22, 51, 35, 5, , 
2014/4/23, 17, 33, 18, , 
2014/4/24, 21, 35, 13, , 
2014/4/25, 29, 31, 8, , 
2014/4/26, 37, 31, 7, , 
2014/4/27, 17, 33, 13, , 
2014/4/28, 19, 29, 8, , 
2014/4/29, 26, 23, 9, , 
2014/4/30, 17, 28, 16, , 
2014/5/1, 19, 16, 13, , 
2014/5/2, 28, 31, 9, , 
2014/5/3, 36, 31, 3, , 
2014/5/4, 14, 24, 11, , 
2014/5/5, 17, 29, 9, , 
2014/5/6, 19, 33, 7, , 
2014/5/7, 18, 41, 7, , 
2014/5/8, 31, 37, 11, , 
2014/5/9, 36, 38, 5, , 
2014/5/10, 26, 45, 9, , 
2014/5/11, 24, 46, 21, , 
2014/5/12, 59, 38, 10, , 
2014/5/13, 33, 22, 13, , 
2014/5/14, 41, 29, 14, , 
2014/5/15, 29, 23, 7, , 
2014/5/16, 17, 27, 8, , 
2014/5/17, 21, 39, 11, , 
2014/5/18, 38, 46, 19, , 
2014/5/19, 63, 43, 19, , 
2014/5/20, 57, 37, 14, , 
2014/5/21, 54, 35, 11, , 
2014/5/22, 47, 22, 7, , 
2014/5/23, 17, 35, 9, , 
2014/5/24, 27, 40, 10, , 
2014/5/25, 34, 67, 10, , 
2014/5/26, 38, 35, 14, , 
2014/5/27, 56, 21, 7, , 
2014/5/28, 27, 19, 6, , 
2014/5/29, 19, 37, 15, , 
2014/5/30, 33, 30, 6, , 
2014/5/31, 27, 39, 6, , 
2014/6/1, 32, 37, 15, , 
2014/6/2, 48, 37, 6, , 
2014/6/3, 40, 32, 8, , 
2014/6/4, 15, 21, 7, , 
2014/6/5, 16, 35, 10, , 
2014/6/6, 24, 43, 18, , 
2014/6/7, 35, 29, 17, , 
2014/6/8, 44, 33, 9, , 
2014/6/9, 37, 39, 12, , 
2014/6/10, 33, 34, 9, , 
2014/6/11, 34, 28, 13, , 
2014/6/12, 26, 31, 7, , 
2014/6/13, 34, 19, 2, , 
2014/6/14, 17, 20, 4, , 
2014/6/15, 19, 39, 11, , 
2014/6/16, 27, 40, 18, , 
2014/6/17, 63, 32, 10, , 
2014/6/18, 36, 33, 9, , 
2014/6/19, 35, 20, 9, , 
2014/6/20, 21, 22, 9, , 
2014/6/21, 17, 21, 15, , 
2014/6/22, 38, 41, 9, , 
2014/6/23, 28, 34, 16, , 
2014/6/24, 48, 22, 11, , 
2014/6/25, 32, 36, 10, , 
2014/6/26, 35, 27, 13, , 
2014/6/27, 32, 48, 8, , 
2014/6/28, 42, 36, , , 
2014/6/29, 52, 38, 5, , 
2014/6/30, 44, 38, , , 
2014/1/1, 22, 20, 15, , 
2014/1/2, 23, 20, 19, , 
2014/1/3, 22, 26, 10, , 
2014/1/4, 29, 19, 15, , 
2014/1/5, 62, 22, 12, , 
2014/1/6, 20, 21, 13, , 
2014/1/7, 36, 18, 17, , 
2014/1/8, 47, 20, 25, , 
2014/1/9, 66, 10, 27, , 
2014/1/10, 76, 13, 16, , 
2014/1/11, 35, 21, 8, , 
2014/1/12, 36, 19, 12, , 
2014/1/13, 28, 16, 18, , 
2014/1/14, 56, 20, 12, , 
2014/1/15, 36, 21, 12, , 
2014/1/16, 29, 19, 13, , 
2014/1/17, 42, 19, 15, , 
2014/1/18, 55, 21, 11, , 
2014/1/19, 50, 23, 13, , 
2014/1/20, 8, 20, 17, , 
2014/1/21, 22, 13, 28, , 
2014/1/22, 34, 21, 16, , 
2014/1/23, 27, 23, 18, , 
2014/1/24, 37, 26, 7, , 
2014/1/25, 27, 27, 11, , 
2014/1/26, 27, 25, 10, , 
2014/1/27, 21, 22, 13, , 
2014/1/28, 27, 20, 17, , 
2014/1/29, 46, 22, 16, , 
2014/1/30, 44, 22, 16, , 
2014/1/31, 64, 14, 23, , 
2014/2/1, 71, 27, 13, , 
2014/2/2, 34, 23, 22, , 
2014/2/3, 40, 19, 34, , 
2014/2/4, 67, 22, 19, , 
2014/2/5, 33, 25, 23, , 
2014/2/6, 30, 23, 13, , 
2014/2/7, 43, 19, 24, , 
2014/2/8, 76, 17, 32, , 
2014/2/9, 85, 27, 19, , 
2014/2/10, 43, 22, 16, , 
2014/2/11, 27, 26, 30, , 
2014/2/12, 58, 21, 39, , 
2014/2/13, 75, 28, 28, , 
2014/2/14, 80, 28, 14, , 
2014/2/15, 56, 27, 14, , 
2014/2/16, 21, 28, 16, , 
2014/2/17, 21, 31, 14, , 
2014/2/18, 48, 29, 26, , 
2014/2/19, 85, 30, 24, , 
2014/2/20, 98, 30, 9, , 
2014/2/21, 25, 33, 10, , 
2014/2/22, 23, 34, 9, , 
2014/2/23, 30, 31, 8, , 
2014/2/24, 23, 27, 12, , 
2014/2/25, 32, 28, 9, , 
2014/2/26, 31, 28, 11, , 
2014/2/27, 34, 28, 13, , 
2014/2/28, 33, 27, 16, , 
2014/3/1, 49, 29, 8, , 
2014/3/2, 17, 23, 13, , 
2014/3/3, 26, 18, 29, , 
2014/3/4, 52, 28, 23, , 
2014/3/5, 61, 29, 17, , 
2014/3/6, 31, 26, 26, , 
2014/3/7, 72, 33, 17, , 
2014/3/8, 76, 36, 10, , 
2014/3/9, 36, 34, 18, , 
2014/3/10, 84, 32, 22, , 
2014/3/11, 63, 25, 12, , 
2014/3/12, 22, 26, 10, , 
2014/3/13, 20, 34, 14, , 
2014/3/14, 55, 35, 7, , 
2014/3/15, 37, 28, 7, , 
2014/3/16, 16, 28, 14, , 
2014/3/17, 23, 30, 11, , 
2014/3/18, 28, 29, 18, , 
2014/3/19, 39, 33, 8, , 
2014/3/20, 32, 30, 13, , 
2014/3/21, 32, 30, 10, , 
2014/3/22, 38, 26, 4, , 
2014/3/23, 15, 30, 11, , 
2014/3/24, 28, 33, 14, , 
2014/3/25, 48, 29, 6, , 
2014/3/26, 24, 27, 17, , 
2014/3/27, 46, 29, 15, , 
2014/3/28, 38, 28, 10, , 
2014/3/29, 52, 33, 7, , 
2014/3/30, 23, 30, 18, , 
2014/3/31, 30, 35, 14, , 
2021/7/13, , 36, 8, , 2
2020/11/30, , 12, 10, , 1
2020/3/31, , 32, 10, , 1
2019/12/31, , 24, 9, , 
2019/7/7, , 24, 10, , 1
2018/12/31, , 19, 5, , 1
2018/10/5, , 16, 9, , 3
2017/9/9, , 17, 7, , 
2016/11/8, , 11, 15, , 
2016/4/17, , 50, 20, , 
2016/1/2, , 21, 7, , 
2015/7/17, , 41, 9, , 
2014/12/31, , 16, 10, , 
2015/1/16, , 20, 19, , 
2015/3/10, , 32, 11, , 
2013/12/31, , 23, 13, , 
2020/11/26, , , , , 2
2020/11/27, , , , , 1
2020/11/28, , , , , 2
2020/11/29, , , , , 2
